id,price
100000,4340639.775152489
100001,13391518.157627348
100002,2082280.5143177644
100003,13871729.674948525
100004,3725523.8988658246
100005,3597029.700388287
100006,1059594.0752793527
100007,4071805.0342132114
100008,6350423.882965431
100009,2233222.1734321234
100010,3207141.6791837076
100011,3744600.349071301
100012,11765228.00711138
100013,3713265.4268394373
100014,19357332.46235129
100015,6931685.002173498
100016,2730640.8613978853
100017,2725670.5307792164
100018,2840441.409667942
100019,3946705.9710852616
100020,2061479.8068470727
100021,4568282.575094358
100022,10824146.186071528
100023,2733375.5313445074
100024,2121346.7625050484
100025,7395108.865781564
100026,2453603.217244348
100027,3520881.0717488914
100028,2322336.807677096
100029,10370440.284344796
100030,7321224.696459262
100031,1364480.3370823124
100032,5503316.9376437105
100033,5840569.077553927
100034,4017288.018535988
100035,3077016.625803591
100036,3107058.1525280476
100037,2074075.008109231
100038,2816239.4008711935
100039,3290689.4969397653
100040,4036486.39550614
100041,3795478.7112593492
100042,4387302.709707729
100043,4165153.2557605426
100044,5884790.392469504
100045,2833934.919275804
100046,3734101.8688190673
100047,5070326.629762675
100048,5860240.921397863
100049,2114548.401568842
100050,1785546.3241434698
100051,3705589.431766434
100052,4166428.6488545574
100053,2981000.098349627
100054,4802556.909148871
100055,4175134.03047803
100056,2989878.1678480674
100057,5145580.469041017
100058,2156098.3062179293
100059,6796869.9697472425
100060,3742823.3728522426
100061,4569009.126193797
100062,5475712.000570878
100063,4044659.9582938324
100064,4509308.602554412
100065,4201536.721352446
100066,3310551.9506405964
100067,3037868.7651328943
100068,2455248.624685372
100069,2296564.9285543864
100070,3166669.0220464757
100071,3279757.8893478396
100072,6685583.311981209
100073,31121887.13085314
100074,6171092.059444172
100075,3223059.455890578
100076,12741086.972968524
100077,3188634.2104999823
100078,6059245.989108507
100079,2272496.5414541024
100080,3367085.489092824
100081,4052552.365995475
100082,3430092.591638364
100083,4737626.281037421
100084,1956829.2494541467
100085,4137342.988931483
100086,1984240.3145589582
100087,2925656.6680762265
100088,8364431.290085049
100089,1557855.8744112607
100090,5292649.214943446
100091,10366956.425586853
100092,3236692.908028571
100093,4990173.695138251
100094,3123674.199660935
100095,4519960.081200954
100096,4389059.8451949
100097,4660763.640520425
100098,1959819.0934046707
100099,4674479.452669926
100100,2165658.0045918534
100101,5284049.755929261
100102,5093379.7682856135
100103,4929702.466973587
100104,4761009.003314283
100105,2872039.3373490493
100106,2412664.3417745526
100107,2536838.674900053
100108,3047091.0892535215
100109,6022028.702041073
100110,4800726.791500637
100111,5105977.175653086
100112,6819602.150266562
100113,19795118.37038443
100114,2857014.2167835482
100115,9697681.317953683
100116,1450977.1695284462
100117,4806925.1062694285
100118,5103575.916785934
100119,1411652.4810983124
100120,4610679.476228502
100121,2252872.414644564
100122,4979244.072798197
100123,9728629.404076278
100124,2040912.0672097104
100125,7012048.919841854
100126,3735261.509338835
100127,6639834.117938925
100128,11004878.395477928
100129,3573023.126686787
100130,7188776.772199316
100131,4142172.1808512234
100132,2350863.873687245
100133,6041769.50399693
100134,2133201.3219143515
100135,6965540.625933655
100136,957201.5322575807
100137,10688370.502460733
100138,2326885.8429955677
100139,4323012.088755004
100140,2921027.288863376
100141,2119902.6873346427
100142,4574092.73016986
100143,1754421.017978873
100144,3406788.4373570858
100145,2328238.6562831
100146,6955567.173524711
100147,2707123.0829588757
100148,1750064.23117124
100149,3976818.091724409
100150,2664769.4406832824
100151,2065876.2680211375
100152,2075360.424817612
100153,7132042.052865132
100154,4349751.242954396
100155,2928005.0451401323
100156,3884831.0826117955
100157,4537461.024776444
100158,8248175.057814817
100159,2223028.440295396
100160,6845375.119177428
100161,8785651.190967785
100162,3231067.1800484317
100163,5625852.612274468
100164,4382689.26956589
100165,7259991.539567382
100166,2439868.2334156926
100167,6834260.528113993
100168,4032610.186596051
100169,6629486.581976865
100170,3779468.155008946
100171,4237045.004210631
100172,1633110.3719108002
100173,4436177.428110708
100174,4217719.98103173
100175,2993892.4136958783
100176,5428461.241488974
100177,2091000.3982586614
100178,3255122.340700233
100179,2694248.9507141854
100180,6073294.577295085
100181,3739917.0785153583
100182,13898527.839928683
100183,3712057.111754096
100184,1548824.4954911699
100185,9257271.966746584
100186,21126804.29095792
100187,1664550.3602677365
100188,5536818.403036575
100189,3838101.405193669
100190,4112622.478983042
100191,3601133.217172913
100192,2274491.598534403
100193,8108095.604205147
100194,1069220.4767424795
100195,2726777.7858059634
100196,1914687.105398877
100197,2917037.656192337
100198,1044736.3288156306
100199,3061318.210568537
100200,4969064.157214186
100201,2579247.63499109
100202,2547952.320675389
100203,6237176.4514989285
100204,1418886.4679801352
100205,2678015.3143078107
100206,3861734.6486044214
100207,3873962.5958693344
100208,3991633.397163057
100209,4388515.328466693
100210,4275465.071874251
100211,6072722.658956436
100212,3739760.7956970953
100213,2605631.765109776
100214,3581491.521576088
100215,4125375.6739231073
100216,6133772.837906944
100217,3547352.605620279
100218,8126168.775808514
100219,1831165.5437582084
100220,3999202.49244394
100221,4933899.336513697
100222,3975096.655912584
100223,6879741.843679308
100224,1793542.3791999635
100225,3335664.1993944338
100226,2463392.951625527
100227,10238970.32599099
100228,1444026.6597070033
100229,9166535.651546633
100230,4452300.397150778
100231,2477827.074770708
100232,2790003.425994175
100233,2446340.447992988
100234,4220461.980658542
100235,2442110.9586661356
100236,3554707.016513936
100237,3031404.68359802
100238,6791571.646340769
100239,2137115.9818226444
100240,5674381.567205113
100241,2817707.00010879
100242,10204317.988015339
100243,6916537.954168513
100244,2065549.0322852223
100245,4107819.4369171783
100246,3901175.380042241
100247,1212955.6013689162
100248,2709083.572489215
100249,2036772.7691462967
100250,2632937.8243214902
100251,1907613.9415272973
100252,1693166.219928407
100253,4910962.203888205
100254,1942456.1321571432
100255,8728128.090630766
100256,3617067.1200139727
100257,6375870.619964249
100258,4459563.168739878
100259,2113316.9175137556
100260,10887179.47104442
100261,1699508.941492916
100262,4749577.109052814
100263,9759006.09564879
100264,1946911.6964811198
100265,2994823.558831479
100266,2643900.5706315394
100267,4249163.405868417
100268,10120120.010239499
100269,8819317.176252678
100270,4661715.686177732
100271,2613274.295713247
100272,4488115.772297819
100273,1548341.4802279803
100274,5265086.345457997
100275,1080871.3307440155
100276,7782795.491771492
100277,2630334.699792415
100278,1845257.075867917
100279,4309023.398686131
100280,2733334.2277702955
100281,1843794.4628938749
100282,3558776.9278351814
100283,1436510.7272793315
100284,5707382.872756355
100285,4348952.183329509
100286,745597.2408242058
100287,1232373.6454844307
100288,5001803.884392115
100289,3485572.3124332055
100290,3576959.0953585585
100291,6585981.58558858
100292,1961972.2459882945
