id,price
100000,8435870.908660688
100001,4796319.351133517
100002,4122140.4103181316
100003,3554164.6549208313
100004,6489084.709640057
100005,5201395.691737462
100006,2110274.6650772323
100007,1045706.9955297271
100008,3278583.689910854
100009,1074297.4256973658
100010,6367448.532469742
100011,4538882.300917388
100012,7748109.733602828
100013,2192010.073661469
100014,4176373.630383024
100015,5269469.101422407
100016,8117198.663432764
100017,3649110.5416488675
100018,4820427.3098895345
100019,8224093.600276506
100020,5956386.006764014
100021,4000282.9936132682
100022,6363943.0658416245
100023,13898522.988399463
100024,4337663.694144389
100025,4397297.758788585
100026,4821304.678318287
100027,5018307.5497820955
100028,4947497.685824851
100029,2977032.7726922906
100030,3355345.381644993
100031,6974976.21718361
100032,3556359.054368051
100033,4056471.4951964337
100034,4404657.930207195
100035,4067496.896259376
100036,3375943.6189550576
100037,3979470.287582483
100038,6219519.561783609
100039,4419518.220210337
100040,11151348.457487963
100041,3492250.817491176
100042,5448901.5143101625
100043,4358058.668183972
100044,2751024.6404821333
100045,3665421.3240373326
100046,2481282.6660276894
100047,3451141.618913831
100048,11321579.994673109
100049,3137585.7973555597
100050,1531065.6687054164
100051,4313654.269833548
100052,10024515.364274055
100053,6903931.876833927
100054,3130745.3273227117
100055,10930136.200259075
100056,4543012.05894545
100057,3781244.8223208515
100058,8875544.51434433
100059,6457230.443321318
100060,4676167.593962228
100061,13501188.819275819
100062,5133254.119746581
100063,3757391.85552363
100064,2192956.9927551085
100065,1044841.2816586792
100066,5336262.472146549
100067,5675652.877701958
100068,2568384.5603050264
100069,3285448.7417248613
100070,9012806.0026223
100071,8226858.269183589
100072,3015152.3415464866
100073,4000291.68122025
100074,1661519.4739981396
100075,3739153.190329477
100076,8044144.536394479
100077,2253171.421329253
100078,5432031.366253094
100079,1471725.783078073
100080,4220155.324072935
100081,1372318.7893941207
100082,7243062.367656739
100083,6471538.35739928
100084,4687803.5323931975
100085,4733085.572349736
100086,4427328.569210786
100087,2996295.508400756
100088,8832281.299032897
100089,3942760.511347349
100090,5132141.344582326
100091,7707897.804862991
100092,4661423.191437309
100093,5911775.267702375
100094,13333924.594004136
100095,3689962.318180739
100096,7276055.922264535
100097,5316516.362390526
100098,8156916.339122403
100099,9865233.233946763
100100,2581390.7151333117
100101,2286296.4821847687
100102,5392495.733578171
100103,8979481.468950234
100104,9088103.911325462
100105,2712614.673460717
100106,7424537.807792367
100107,2972656.819192028
100108,9316105.203707818
100109,4629565.046997095
100110,2544252.629918609
100111,4352190.153079407
100112,4370820.206300393
100113,2415306.112727107
100114,5071280.468973742
100115,2539099.699313944
100116,3273962.6879189587
100117,6432955.40745227
100118,3937890.0314691477
100119,11920981.085628357
100120,3007695.572288968
100121,1703532.539803774
100122,27867602.733805846
100123,1613535.3358722595
100124,10257427.183253583
100125,3839065.4321937063
100126,11168984.244661424
100127,4749393.6592936115
100128,4267854.475407394
100129,1519759.4261504062
100130,14446855.1538807
100131,8140907.144135287
100132,14953677.447168823
100133,4091807.218784031
100134,5896839.265500086
100135,5204081.501255927
100136,5882224.586940794
100137,5897641.836755092
100138,2864531.4878784874
100139,2524368.94740452
100140,11246449.351544984
100141,15288572.206862658
100142,2415450.344889494
100143,4611738.707771316
100144,2481293.1663814927
100145,3093708.85552266
100146,3336504.902436464
100147,2066608.9582563252
100148,7744538.625135533
100149,10793083.110742625
100150,5643092.466378898
100151,3872930.5165982083
100152,2096997.0710470905
100153,7394610.551895564
100154,3203084.9177417895
100155,2674923.8696707534
100156,4055990.6758597423
100157,4187665.567762438
100158,4422502.080688942
100159,10305527.80055068
100160,5110053.277603588
100161,7333396.664763197
100162,2068774.1048694453
100163,16884840.58481626
100164,10617397.339548044
100165,10071828.582278691
100166,3890438.6584939603
100167,4621888.771928124
100168,2464010.4432045883
100169,7156160.573806856
100170,2505380.8308926923
100171,1828671.6430813074
100172,3026562.1616443377
100173,3453901.988894327
100174,3658406.7166048638
100175,6808533.590143926
100176,1101181.252689913
100177,19129998.3681164
100178,7796562.639593386
100179,2195450.648900639
100180,3402966.575551286
100181,8399540.552990438
100182,2153565.97955774
100183,1158274.6558987703
100184,5672796.503568214
100185,4486238.336963696
100186,3219892.0155842877
100187,2987087.8002582705
100188,1099811.455852063
100189,4786386.176489691
100190,21552674.64832334
100191,1959428.980566972
100192,7361801.276578169
100193,12804144.058679368
100194,5233927.435885886
100195,949073.9304622677
100196,7438172.6237299815
100197,3565400.0506164175
100198,2144490.1821579686
100199,2292044.1603867505
100200,2224516.5432975413
100201,7852900.298340734
100202,4585281.642524783
100203,3950724.52830618
100204,7010596.206102611
100205,2010021.5582772722
100206,33023096.81526667
100207,5968458.359042897
100208,4952033.111737865
100209,3324687.5655881306
100210,3099503.024119091
100211,8139797.91864359
100212,2885368.8981924127
100213,8423693.482135698
100214,8145646.958571281
100215,5532365.032804041
100216,4105100.4702735757
100217,3889642.2726964615
100218,4501173.267039795
100219,3796186.228908329
100220,5413425.390220108
100221,5090503.2189361295
100222,5219352.518470391
100223,5812739.025452554
100224,3884908.0421369667
100225,3247853.484253632
100226,1582146.3003198798
100227,3764986.7286231876
100228,5474638.361990254
100229,982077.8897520406
100230,15586553.589478921
100231,6481672.6660135025
100232,11354469.665032119
100233,2602202.236827878
100234,5504859.184752304
100235,4674826.7645115955
100236,7660820.097332532
100237,5888352.981205343
100238,3515583.3188394355
100239,3570558.654300999
100240,3952874.5266700806
100241,5078319.525678221
100242,2842150.549286848
100243,2654387.1817643284
100244,6039149.245678785
100245,2897515.7089989246
100246,1065171.788859141
100247,7607453.061520856
100248,7857100.727329635
100249,2730503.7020799946
100250,7660215.086316457
100251,10148919.363099676
100252,1877136.1258034199
100253,4968490.334299983
100254,2310493.3668112853
100255,4864581.473456673
100256,6118389.7878892375
100257,4714796.985646515
100258,14130612.513733212
100259,4423901.408126192
100260,3993251.1388223493
100261,9399750.096324496
100262,3429528.824149316
100263,10901133.515162814
100264,4563273.468362193
100265,7501533.064441902
100266,6497846.127923845
100267,9489775.822539542
100268,3410440.6409809757
100269,12012426.564783104
100270,1349133.5980824516
100271,13304689.098679703
100272,4520603.262213416
100273,4189718.719432633
100274,2863924.408885442
100275,1789338.0511536794
100276,5278798.629607351
100277,3293742.20369196
100278,6809643.38935594
100279,2078507.2086867127
100280,6083804.762417944
100281,10425633.474729493
100282,2386902.1897711693
100283,3906169.5077454913
100284,5559467.113859864
100285,9719081.763324853
100286,4062971.820598621
100287,8551011.653834257
100288,2160609.7056349344
100289,26292412.905933637
100290,3763958.7575224275
100291,3741942.769091443
100292,4232594.679478746
100293,2544175.661540367
100294,2687875.5655996893
100295,2672993.575066066
100296,4526847.4525501095
100297,4220124.317848291
100298,2833372.8921375154
100299,6516742.720456223
100300,8588391.827851083
100301,2595782.826821117
100302,2093983.0325983819
100303,4423338.084143862
100304,3776200.511570244
100305,4728129.398270741
100306,5680023.068270064
100307,3208559.2124602227
100308,5767770.794934565
100309,8115823.364011802
100310,13008224.976321235
100311,3966776.968793003
100312,2374869.076875152
100313,3753743.8748178845
100314,7477253.288587371
100315,1442469.208411524
100316,10232382.641311329
100317,3640818.4982552314
100318,3527573.5310935657
100319,4916712.393985338
100320,930804.5080988416
100321,4595936.70197263
100322,5089255.610287437
100323,12885365.021266317
100324,1827282.879180713
100325,4734879.4569420125
100326,5481302.8546078475
100327,3964469.4468191164
100328,3267551.7065867335
100329,3646527.293022884
100330,5685547.523930684
100331,2834975.9467355367
100332,2562257.6183071937
100333,4747693.07860744
100334,5417014.268966192
100335,4078753.329511985
100336,9012752.385910692
100337,4604782.51090331
100338,9784170.40337765
100339,8441566.30697312
100340,10446111.23699795
100341,5364918.745527171
100342,6274141.021070634
100343,17644818.54256922
100344,4942731.838716409
100345,3852376.4537255717
100346,2082758.8233708576
100347,3537990.8721432732
100348,5033079.335475955
100349,4990769.327690567
100350,5055925.006346636
100351,3994394.3857815284
100352,6911293.251664306
100353,4885550.752104408
100354,2095290.172953166
100355,6190560.8855268955
100356,3354948.120387097
100357,6011702.3576454045
100358,3299974.0969963665
100359,4633762.837013152
100360,9194789.016130768
100361,1914336.431180439
100362,3943267.150696232
100363,8670727.755820615
100364,3445975.0677594272
100365,2192437.033026902
100366,5899189.373947627
100367,10025152.991942354
100368,11501255.485414853
100369,4109206.5752504505
100370,10162892.78509454
100371,8558360.617733898
100372,4223499.934482923
100373,2483172.08399595
100374,6180067.056548894
100375,3386153.106580115
100376,5525877.352473134
100377,5327827.147967508
100378,8232311.067361774
100379,3688802.089560725
100380,6185539.0425314745
100381,4528071.250467026
100382,5422700.511182667
100383,9480279.70060376
100384,4507935.86212548
100385,8933516.982069388
100386,1288889.2834718204
100387,7723328.879492822
100388,1802911.166413128
100389,7529763.338764419
100390,3344731.974921928
100391,5450761.594063683
100392,3982312.270894648
100393,2079327.5704441392
100394,2154089.9389313147
100395,6074329.17043204
100396,7587283.31601892
100397,3510043.9802145637
100398,6204066.179761523
100399,10247584.480149223
100400,2670462.084939605
100401,3368059.1939120386
100402,8137618.259170016
100403,3297626.1109435298
100404,5269582.157820863
100405,2692324.4806607333
100406,2463775.792359124
100407,3322813.563664951
100408,11537494.930469323
100409,2340076.858773438
100410,3455689.5983509915
100411,6550267.031875885
100412,1936825.337944379
100413,1813190.4056110955
100414,3618410.4703482627
100415,4456351.131052382
100416,7704767.016483409
100417,4856848.588716845
100418,6695497.909867245
100419,8811050.954864474
100420,2097451.0677134297
100421,1155580.9254654874
100422,2951328.7340425462
100423,3047335.8820080757
100424,1940396.2272956609
100425,7634217.861453451
100426,5832267.35581532
100427,5353819.450570879
100428,14894073.872146662
100429,4634384.313817089
100430,3895883.6913772137
100431,8493879.565957721
100432,3304940.522161913
100433,4705322.998794223
100434,5410847.639614879
100435,8794564.473519076
100436,9240165.644928563
100437,5445078.763702923
100438,4920043.777864527
100439,1896620.4601300084
100440,4352939.852277887
100441,3893610.718360587
100442,4742787.253082994
100443,17844088.751998145
100444,1620150.7585841138
100445,4729081.024939636
100446,1919491.3120944458
100447,7878484.0426778495
100448,1980704.7915362571
100449,3191665.340286271
100450,954192.82629121
100451,6760218.621131676
100452,2643351.8411279935
100453,10164373.927602489
100454,1694140.9712207546
100455,5775730.786710358
100456,5550339.6827350445
100457,10259986.866136756
100458,2364868.9743245537
100459,4681622.159825763
100460,2130761.6910892236
100461,3420268.420774834
100462,5655394.576688088
100463,13284247.027862627
100464,5690513.341570303
100465,11017507.801795688
100466,7284184.467154108
100467,4222828.109013106
100468,5206627.014706317
100469,8275479.494501466
100470,3825540.479890839
100471,1802173.6795595726
100472,999008.8479718002
100473,4305159.624435108
100474,3804276.930373869
100475,6650187.513144024
100476,3977346.4798933356
100477,5552552.826344649
100478,11688959.830214297
100479,2513783.4690436013
